audio,transcript
adapt_sample_296_clean,وعشتها بنفس البساطه
adapt_sample_297_clean,المهم بصت في أستاذه منى
adapt_sample_298_clean,هو الطير في حاجه ولا إيه
adapt_sample_299_clean,و بعد كده مش هو ده هشام الجخ اللي طلع في مصر خمسه و عشرين نفسها و انتقد الإعلامي الدستوري مع معتز مطر أه في محطة مصر في البرنامج بتاعهم يعني إحنا يعني ده أنا مش مداري
adapt_sample_300_clean,أنا بكرهها علشان مرتي كل شويه تحطها على الحجره وتقولها هيجي على يوم خميس قبل يومك يا واكلاهم
adapt_sample_301_clean,أه لحد دلوقتي
adapt_sample_302_clean,قولتله أي حاجه عن اليمن كده أنا كده بتاع عبد العظيم عبد الحليم
adapt_sample_303_clean,أول مره يوحشني ابن الكلب
adapt_sample_304_clean,دايما أنا عندي مثلا أضربه الناس لما تكون في الأتوبيس والأتوبيس زحمه الناس تضرب في بعض
adapt_sample_305_clean,أقولها طبعا يا أمي بنت ناس و يعني ست كويسه و ناس كويسين إيه إيه الجمال ده
adapt_sample_306_clean,يبقى نرموك إنت
adapt_sample_307_clean,يموتوه يموتوه ها ينزل يقول لي لا
adapt_sample_308_clean,وتقعدوا في التالته شمال
adapt_sample_309_clean,إنت تتكلم بس
adapt_sample_310_clean,وبعد بكره هاتهولي المستشفى اعمله التحاليل اللازمه قبل العمليه
adapt_sample_311_clean,بتوكله أحسن وكل ومهتمه بيه
adapt_sample_312_clean,لكن كنت يعني مثلا تقولك إن أنا بجيت بطبخ
adapt_sample_313_clean,إتفقنا
adapt_sample_314_clean,طب نفترض مثلا هما موتوني و أخويا طلع من السجن هل هما هيموتوه برضو
adapt_sample_315_clean,والبيت منه المشاكل
adapt_sample_316_clean,غم تناقضات لازم تعرف فين تناقضك الأساسي
adapt_sample_317_clean,سلام عليكم يا دكتور عليكم
adapt_sample_318_clean,لا مش مكتوب متقولش قدر
adapt_sample_319_clean,ولا يهمك يا بنتي تتعوض السنه الجايه
adapt_sample_320_clean,إم التي أنسو القنديل من أجلها إم
adapt_sample_321_clean,تنتهي بعد مده إم
adapt_sample_322_clean,طبعا لتنشيط السياحه
adapt_sample_323_clean,نعم يابا
adapt_sample_324_clean,طب يلا تعالي اكشفي عليا
adapt_sample_325_clean,يعني هتعملي العمليه لأبويا ولا لأ
adapt_sample_326_clean,ده برسيم مقطعاه للطير
adapt_sample_327_clean,يعني مش عارف الكلام ده هل المفروض اقوله أو مش المفروض إن أقوله لكن ما علينا
adapt_sample_328_clean,الطياره روسيا مبرمجها على اسمه
adapt_sample_329_clean,خلصت المأموريه بسلام
adapt_sample_330_clean,ومثلا أجريدي من السما
adapt_sample_331_clean,بدل ما هيتهموك بالخيانه هيتهموك بإزدراء الأديان
adapt_sample_332_clean,يعني هي طلعت من سنه سبعتاشر نعم والتيران دي شغاله
adapt_sample_333_clean,وهو يمشي ولدي مع السلامه ما عايزهوش
adapt_sample_334_clean,لازم نستحمل عشان عايزين نحل مشاكل البلاد برضو كده إن شاء الله في خير
adapt_sample_335_clean,يعني هي هي هنبقى هنبقى مكروهين أه ومببوصص علينا ما هي هي لما كنا مكروهين وكنا
adapt_sample_336_clean,زي ما زمان أنا عملت ده وأنا مؤمن بيه أنا النهارده هنزل يوم تلاتين وأنا مؤمن بيه
adapt_sample_337_clean,صعبان عليا عشان إنت مخلفتش بت
adapt_sample_338_clean,بعد كده اصطلحنا
adapt_sample_339_clean,حمد الله على السلامه يابا
adapt_sample_340_clean,ولد عمامك
adapt_sample_341_clean,طب إنتي واحده وقولتلها جالتلك عايزه واحده زبادي
adapt_sample_342_clean,لأ اعتبرت إن ده يعني نوع من
adapt_sample_343_clean,و في قرى في سوهاج لأنه يعني في حاجات لازم تتغير يعني لما أجي أقولك مثلا أه بنت فلان جابت هو هما عايزين كده مينفعش
adapt_sample_344_clean,بنت عمي هي اللي اشترت الفدانين يابا
adapt_sample_345_clean,تسلم إيدك يا عم صلاح
adapt_sample_346_clean,مالك يا نصره قولي متخافيش
adapt_sample_347_clean,للدرجه دي
adapt_sample_348_clean,وتروحي مطعم
adapt_sample_349_clean,يجعل يوم خميس قبل يومك يا وكلاهم
adapt_sample_350_clean,يا خوي ولد أمي وأبوي
adapt_sample_351_clean,رئيس جمهورية مصر العربيه وشيلي اسمه خالص أه
adapt_sample_352_clean,هي قصور الثقافه لا تعمل قولنا هيجي وزير جديد و هيعمل الحاجات اللي شبه اللي اللي بنشوفها بنفك بيها في مصر أه اللي شبه اللي في سجن الصاوي و اللي شبه اللي هنشوف حاجات كده و هنشيلها و بتاع ففوجئنا
adapt_sample_353_clean,في حاله يعني زي البخار
adapt_sample_354_clean,عندينا حضرتك النجم النوبي محمد منير أه طبعا الكابتن أحمد حسن عميد لاعبي العالم
adapt_sample_355_clean,كويس ابقيت إيه
adapt_sample_356_clean,تمام
adapt_sample_357_clean,أيوه صح
adapt_sample_358_clean,ما بتنامش إنت أه
adapt_sample_359_clean,قالتله يا وجدي أنا عايزه الغنوه دي
adapt_sample_360_clean,بس أنا بتكلم على رئيس الجمهوريه أنا و أنا كنت عمري هتكلم على على الدكتور مرسي أو على غيره حتى إلا لما يبقى رئيس جمهوريه أنا بتكلم على وجعي أنا وجع الناس وجع الشارع من الشخص اللي بيشتغل
adapt_sample_361_clean,سمره إم
adapt_sample_362_clean,بلاد العرب أوطاني وحين كبرت لم أحصل على تأشيرة للبحر لم أبحر
adapt_sample_363_clean,إنت عايز الفروج اللي نزل تفتف بعد ما كل ده
adapt_sample_364_clean,أنا كنت عايز أبيع فدان من الفدانين بتوعي يا ناصر
adapt_sample_365_clean,هو إنت دلوقت لو روحت هيموتوك
adapt_sample_366_clean,وأشوفك دكتوره كبيره
adapt_sample_367_clean,ده مهما كان عمك يا نصره وعمر الدم ما يبقى ميه
adapt_sample_368_clean,و ينزلهولك بصورك وأنت في في في في التليفزيون
adapt_sample_369_clean,ينفع
adapt_sample_370_clean,جايب واربعتاشر تشت
adapt_sample_371_clean,وتعمل مزيكا كده إم يعني تقول زي بيبه يا عم حماده بيبه أه
adapt_sample_372_clean,طب ما أنا مالي بولد علام طيب
adapt_sample_373_clean,يا حج ضوي جاهز
adapt_sample_374_clean,اتفضل يا عم لغاية ما اندهولك
adapt_sample_375_clean,هتقوله يعني هروح أقول لعبد الحليم اطلع بره الاستوديو أم كلثوم عاوزه تغني غنوتك
adapt_sample_376_clean,أنا قادر أجوزك واحده منيهم
adapt_sample_377_clean,عديت القناه
adapt_sample_378_clean,ده سليم و سلاله نادره على فكره
adapt_sample_379_clean,قولت أجيلك
adapt_sample_380_clean,هي يا نوني نوني ما هي اللي بتستقبل
adapt_sample_381_clean,سأبحر عندما أكن أملك شاطئ البحرين في ليبيا وأجني التمر من بغداد في سوريا أسافر من موريتانيا إلى السودان وأعبر عبر مقدشيو إلى لبنان
adapt_sample_382_clean,ده اللي كان معانا يعني
adapt_sample_383_clean,إحنا رجاله
adapt_sample_384_clean,من العيله اللي ضربت
adapt_sample_385_clean,أنا في قصيده اسمها الكتابه إم في مقطعين
adapt_sample_386_clean,حياتي مكنتش عارف إن أنا بحبها ولا كده أمي
adapt_sample_387_clean,أه يا ساتر يا رب
adapt_sample_388_clean,وبعدين هو بيسلم على الناس مسلمش هنا وبعدين فجأه بصلي كده
adapt_sample_389_clean,الكمبيوتر جالي لقد نفذ الوقود يا ضوي
adapt_sample_390_clean,إيه الحلاوه دي أنا بتكلم على جوه مش على الشكل إم
adapt_sample_391_clean,يعني راجل عالم إم
adapt_sample_392_clean,مستني خميس الله يخرب بيت أبوه
adapt_sample_393_clean,تمام
adapt_sample_394_clean,أديتها لفه كده وبرمى في المنطقه ما فيش حاجه
adapt_sample_395_clean,عديتها لفيت
adapt_sample_396_clean,ياما انت كريم يا رب
adapt_sample_397_clean,للدرجه دي
adapt_sample_398_clean,إزاي تنصح وإزاي تتكلم وإزاي تجول و ليه تجول و ليه تتكلم ويعني يزعل منك لما تعمل إيحاء لما تكون مع وزيره متلعبليش في دراعك طب إنت زعلان من اللجان ما ثواني بس يا وائل يعني إنت إنت زعلان من اللي قال طب إنت مش زعلان من اللي عمل
adapt_sample_399_clean,لأ يعني مش هقدر أقولك ده كان ماسك مش زي ما بيتقال يعني في وسط العاملين في الأوبرا
adapt_sample_400_clean,خليه شويه
adapt_sample_401_clean,على فكره يحيى حقي الله يرحمه
adapt_sample_402_clean,والله حضرتك أنا أي حاجه هتخدم الصعيد هعملها يعني لو أنا حاسس إن أنا هظهر في التليفزيون بعمل مش هيخدم الصعيد مش هعمله
adapt_sample_403_clean,صح
adapt_sample_404_clean,يبقوا عايزين يضربوا خمسه يبقى أنت روحت هناك يضربوك
adapt_sample_405_clean,أصل ما فيش إلا عين التربه عامل اللي يوصف هذا المجال
adapt_sample_406_clean,على العموم
adapt_sample_407_clean,هانت يابا كلها سنه وإن شاء الله هحقق حلمك وأبقى الدكتوره نصره منصور
